Antecedents,Consequents,Confidence,Lift
JUMBO BAG APPLES,6 RIBBONS RUSTIC CHARM,0.21428571428571427,2.0835866261398173
6 RIBBONS RUSTIC CHARM,JUMBO BAG APPLES,0.1276595744680851,2.0835866261398177
JUMBO BAG PINK POLKADOT,6 RIBBONS RUSTIC CHARM,0.3125,3.038563829787234
6 RIBBONS RUSTIC CHARM,JUMBO BAG PINK POLKADOT,0.10638297872340426,3.0385638297872344
JUMBO BAG RED RETROSPOT,6 RIBBONS RUSTIC CHARM,0.16666666666666666,1.6205673758865247
6 RIBBONS RUSTIC CHARM,JUMBO BAG RED RETROSPOT,0.1276595744680851,1.6205673758865247
JUMBO BAG WOODLAND ANIMALS,6 RIBBONS RUSTIC CHARM,0.13043478260869565,1.2682701202590194
6 RIBBONS RUSTIC CHARM,JUMBO BAG WOODLAND ANIMALS,0.1276595744680851,1.2682701202590192
6 RIBBONS RUSTIC CHARM,JUMBO STORAGE BAG SUKI,0.10638297872340426,4.051418439716312
LUNCH BAG APPLE DESIGN,6 RIBBONS RUSTIC CHARM,0.25,2.4308510638297873
6 RIBBONS RUSTIC CHARM,LUNCH BAG APPLE DESIGN,0.14893617021276595,2.4308510638297873
LUNCH BAG WOODLAND,6 RIBBONS RUSTIC CHARM,0.16666666666666666,1.6205673758865247
6 RIBBONS RUSTIC CHARM,LUNCH BAG WOODLAND,0.1276595744680851,1.6205673758865247
LUNCH BOX WITH CUTLERY RETROSPOT,6 RIBBONS RUSTIC CHARM,0.17241379310344826,1.6764490095377842
6 RIBBONS RUSTIC CHARM,LUNCH BOX WITH CUTLERY RETROSPOT,0.10638297872340426,1.6764490095377844
6 RIBBONS RUSTIC CHARM,OWL DOORSTOP,0.10638297872340426,6.945288753799392
PACK 3 BOXES BIRD PANNETONE,6 RIBBONS RUSTIC CHARM,0.33333333333333337,3.2411347517730498
6 RIBBONS RUSTIC CHARM,PACK 3 BOXES BIRD PANNETONE,0.10638297872340426,3.2411347517730498
PACK OF 20 NAPKINS PANTRY DESIGN,6 RIBBONS RUSTIC CHARM,0.17857142857142858,1.736322188449848
6 RIBBONS RUSTIC CHARM,PACK OF 20 NAPKINS PANTRY DESIGN,0.10638297872340426,1.736322188449848
PACK OF 20 NAPKINS RED APPLES,6 RIBBONS RUSTIC CHARM,0.18518518518518517,1.800630417651694
6 RIBBONS RUSTIC CHARM,PACK OF 20 NAPKINS RED APPLES,0.10638297872340426,1.800630417651694
PACK OF 72 RETROSPOT CAKE CASES,6 RIBBONS RUSTIC CHARM,0.15384615384615383,1.4959083469721766
6 RIBBONS RUSTIC CHARM,PACK OF 72 RETROSPOT CAKE CASES,0.1276595744680851,1.4959083469721766
PANTRY MAGNETIC  SHOPPING LIST,6 RIBBONS RUSTIC CHARM,0.25,2.4308510638297873
6 RIBBONS RUSTIC CHARM,PANTRY MAGNETIC  SHOPPING LIST,0.10638297872340426,2.4308510638297873
PLASTERS IN TIN CIRCUS PARADE,6 RIBBONS RUSTIC CHARM,0.20754716981132076,2.0180650341228423
6 RIBBONS RUSTIC CHARM,PLASTERS IN TIN CIRCUS PARADE,0.23404255319148937,2.0180650341228423
PLASTERS IN TIN WOODLAND ANIMALS,6 RIBBONS RUSTIC CHARM,0.14285714285714288,1.3890577507598787
6 RIBBONS RUSTIC CHARM,PLASTERS IN TIN WOODLAND ANIMALS,0.19148936170212766,1.3890577507598785
6 RIBBONS RUSTIC CHARM,RED  HARMONICA IN BOX,0.19148936170212766,4.167173252279635
RED RETROSPOT MINI CASES,6 RIBBONS RUSTIC CHARM,0.16666666666666669,1.6205673758865249
6 RIBBONS RUSTIC CHARM,RED RETROSPOT MINI CASES,0.10638297872340426,1.6205673758865249
RED TOADSTOOL LED NIGHT LIGHT,6 RIBBONS RUSTIC CHARM,0.1818181818181818,1.7678916827852995
6 RIBBONS RUSTIC CHARM,RED TOADSTOOL LED NIGHT LIGHT,0.1702127659574468,1.7678916827852997
REGENCY CAKESTAND 3 TIER,6 RIBBONS RUSTIC CHARM,0.30158730158730157,2.9324552516041877
6 RIBBONS RUSTIC CHARM,ROBOT BIRTHDAY CARD,0.14893617021276595,4.5375886524822695
6 RIBBONS RUSTIC CHARM,ROMANTIC PINKS RIBBONS,0.14893617021276595,6.806382978723404
6 RIBBONS RUSTIC CHARM,ROSE COTTAGE KEEPSAKE BOX,0.1276595744680851,4.48772504091653
ROUND SNACK BOXES SET OF 4 FRUITS,6 RIBBONS RUSTIC CHARM,0.15277777777777776,1.4855200945626477
6 RIBBONS RUSTIC CHARM,ROUND SNACK BOXES SET OF 4 FRUITS,0.23404255319148937,1.4855200945626477
ROUND SNACK BOXES SET OF4 WOODLAND,6 RIBBONS RUSTIC CHARM,0.14285714285714285,1.3890577507598783
6 RIBBONS RUSTIC CHARM,ROUND SNACK BOXES SET OF4 WOODLAND,0.3404255319148936,1.3890577507598785
6 RIBBONS RUSTIC CHARM,SAVE THE PLANET COTTON TOTE BAG,0.14893617021276595,4.003754693366708
6 RIBBONS RUSTIC CHARM,SCANDINAVIAN REDS RIBBONS,0.2765957446808511,6.019250253292807
6 RIBBONS RUSTIC CHARM,SET 7 BABUSHKA NESTING BOXES,0.10638297872340426,4.861702127659575
SET OF 12 FAIRY CAKE BAKING CASES,6 RIBBONS RUSTIC CHARM,0.2631578947368421,2.558790593505039
6 RIBBONS RUSTIC CHARM,SET OF 12 FAIRY CAKE BAKING CASES,0.10638297872340426,2.5587905935050395
SET OF 12 MINI LOAF BAKING CASES,6 RIBBONS RUSTIC CHARM,0.31578947368421056,3.0705487122060475
6 RIBBONS RUSTIC CHARM,SET OF 12 MINI LOAF BAKING CASES,0.1276595744680851,3.070548712206047
SET OF 3 REGENCY CAKE TINS,6 RIBBONS RUSTIC CHARM,0.3125,3.038563829787234
6 RIBBONS RUSTIC CHARM,SET OF 3 REGENCY CAKE TINS,0.2127659574468085,3.0385638297872344
6 RIBBONS RUSTIC CHARM,SET OF 5 PANCAKE DAY MAGNETS,0.1276595744680851,3.8893617021276596
6 RIBBONS RUSTIC CHARM,SET OF 6 RIBBONS VINTAGE CHRISTMAS,0.14893617021276595,4.253989361702128
SET OF 6 SNACK LOAF BAKING CASES,6 RIBBONS RUSTIC CHARM,0.3125,3.038563829787234
6 RIBBONS RUSTIC CHARM,SET OF 6 SNACK LOAF BAKING CASES,0.10638297872340426,3.0385638297872344
SPACEBOY BIRTHDAY CARD,6 RIBBONS RUSTIC CHARM,0.22727272727272727,2.2098646034816247
6 RIBBONS RUSTIC CHARM,SPACEBOY BIRTHDAY CARD,0.10638297872340426,2.2098646034816247
SPACEBOY LUNCH BOX,6 RIBBONS RUSTIC CHARM,0.2127659574468085,2.068809416025351
6 RIBBONS RUSTIC CHARM,SPACEBOY LUNCH BOX,0.2127659574468085,2.068809416025351
STRAWBERRY CERAMIC TRINKET BOX,6 RIBBONS RUSTIC CHARM,0.2916666666666667,2.8359929078014185
6 RIBBONS RUSTIC CHARM,STRAWBERRY CERAMIC TRINKET BOX,0.14893617021276595,2.8359929078014185
6 RIBBONS RUSTIC CHARM,STRAWBERRY CHARLOTTE BAG,0.10638297872340426,4.051418439716312
SWEETHEART CERAMIC TRINKET BOX,6 RIBBONS RUSTIC CHARM,0.33333333333333337,3.2411347517730498
6 RIBBONS RUSTIC CHARM,SWEETHEART CERAMIC TRINKET BOX,0.10638297872340426,3.2411347517730498
6 RIBBONS RUSTIC CHARM,TRADITIONAL KNITTING NANCY,0.1276595744680851,4.48772504091653
6 RIBBONS RUSTIC CHARM,TRAVEL SEWING KIT,0.1276595744680851,4.167173252279635
WOODLAND CHARLOTTE BAG,6 RIBBONS RUSTIC CHARM,0.17241379310344826,1.6764490095377842
6 RIBBONS RUSTIC CHARM,WOODLAND CHARLOTTE BAG,0.2127659574468085,1.6764490095377844
WOODLAND PARTY BAG + STICKER SET,6 RIBBONS RUSTIC CHARM,0.16129032258064516,1.5682910089224433
6 RIBBONS RUSTIC CHARM,WOODLAND PARTY BAG + STICKER SET,0.10638297872340426,1.5682910089224433
PACK OF 72 RETROSPOT CAKE CASES,60 CAKE CASES DOLLY GIRL DESIGN,0.15384615384615383,10.043956043956044
PACK OF 72 RETROSPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.1282051282051282,8.369963369963369
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE CHOCOLATE,0.33333333333333337,13.84848484848485
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE CHOCOLATE,0.3846153846153846,15.979020979020977
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE CHOCOLATE,0.1875,7.789772727272727
ROUND SNACK BOXES SET OF4 WOODLAND,ALARM CLOCK BAKELIKE CHOCOLATE,0.05357142857142857,2.2256493506493507
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE GREEN,0.3125,9.520833333333334
ALARM CLOCK BAKELIKE GREEN,PACK OF 20 NAPKINS PANTRY DESIGN,0.33333333333333337,5.440476190476192
PACK OF 20 NAPKINS PANTRY DESIGN,ALARM CLOCK BAKELIKE GREEN,0.17857142857142858,5.440476190476191
ALARM CLOCK BAKELIKE GREEN,PACK OF 72 RETROSPOT CAKE CASES,0.33333333333333337,3.9059829059829063
PACK OF 72 RETROSPOT CAKE CASES,ALARM CLOCK BAKELIKE GREEN,0.1282051282051282,3.905982905982906
ALARM CLOCK BAKELIKE GREEN,SPACEBOY LUNCH BOX,0.33333333333333337,3.2411347517730498
SPACEBOY LUNCH BOX,ALARM CLOCK BAKELIKE GREEN,0.10638297872340426,3.2411347517730498
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE IVORY,0.25,8.788461538461538
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE IVORY,0.3333333333333333,11.717948717948717
ALARM CLOCK BAKELIKE IVORY,ROUND SNACK BOXES SET OF4 WOODLAND,0.3846153846153846,1.5693681318681318
ROUND SNACK BOXES SET OF4 WOODLAND,ALARM CLOCK BAKELIKE IVORY,0.044642857142857144,1.5693681318681318
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE ORANGE,0.15625,7.934027777777778
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE ORANGE,0.3333333333333333,16.925925925925924
ROUND SNACK BOXES SET OF4 WOODLAND,ALARM CLOCK BAKELIKE ORANGE,0.05357142857142857,2.720238095238095
SPACEBOY LUNCH BOX,ALARM CLOCK BAKELIKE ORANGE,0.1276595744680851,6.482269503546099
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED,0.34375,7.480654761904762
ALARM CLOCK BAKELIKE PINK,BIG DOUGHNUT FRIDGE MAGNETS,0.1875,5.7125
ALARM CLOCK BAKELIKE PINK,FUNKY DIVA PEN,0.21875,8.330729166666668
ALARM CLOCK BAKELIKE PINK,JAM JAR WITH PINK LID,0.15625,2.4622844827586206
JAM JAR WITH PINK LID,ALARM CLOCK BAKELIKE PINK,0.17241379310344826,2.4622844827586206
ALARM CLOCK BAKELIKE PINK,JAM MAKING SET PRINTED,0.375,4.080357142857143
JAM MAKING SET PRINTED,ALARM CLOCK BAKELIKE PINK,0.2857142857142857,4.080357142857142
ALARM CLOCK BAKELIKE PINK,LIPSTICK PEN RED,0.1875,6.120535714285714
ALARM CLOCK BAKELIKE PINK,MINT KITCHEN SCALES,0.15625,2.975260416666667
MINT KITCHEN SCALES,ALARM CLOCK BAKELIKE PINK,0.20833333333333334,2.975260416666667
ALARM CLOCK BAKELIKE PINK,PACK OF 20 NAPKINS PANTRY DESIGN,0.25,4.080357142857143
PACK OF 20 NAPKINS PANTRY DESIGN,ALARM CLOCK BAKELIKE PINK,0.2857142857142857,4.080357142857142
ALARM CLOCK BAKELIKE PINK,PACK OF 72 RETROSPOT CAKE CASES,0.1875,2.1971153846153846
PACK OF 72 RETROSPOT CAKE CASES,ALARM CLOCK BAKELIKE PINK,0.15384615384615383,2.1971153846153846
ALARM CLOCK BAKELIKE PINK,PANTRY MAGNETIC  SHOPPING LIST,0.25,5.7125
ALARM CLOCK BAKELIKE PINK,PENCIL CASE LIFE IS BEAUTIFUL,0.15625,5.492788461538462
PENCIL CASE LIFE IS BEAUTIFUL,ALARM CLOCK BAKELIKE PINK,0.3846153846153846,5.492788461538462
ALARM CLOCK BAKELIKE PINK,PLASTERS IN TIN CIRCUS PARADE,0.28125,2.425117924528302
PLASTERS IN TIN CIRCUS PARADE,ALARM CLOCK BAKELIKE PINK,0.169811320754717,2.425117924528302
PLASTERS IN TIN WOODLAND ANIMALS,ALARM CLOCK BAKELIKE PINK,0.17460317460317462,2.4935515873015874
ALARM CLOCK BAKELIKE PINK,PLASTERS IN TIN WOODLAND ANIMALS,0.34375,2.4935515873015874
ALARM CLOCK BAKELIKE PINK,RED KITCHEN SCALES,0.15625,2.85625
RED KITCHEN SCALES,ALARM CLOCK BAKELIKE PINK,0.19999999999999998,2.8562499999999997
RED TOADSTOOL LED NIGHT LIGHT,ALARM CLOCK BAKELIKE PINK,0.22727272727272727,3.2457386363636362
ALARM CLOCK BAKELIKE PINK,RED TOADSTOOL LED NIGHT LIGHT,0.3125,3.2457386363636362
REGENCY CAKESTAND 3 TIER,ALARM CLOCK BAKELIKE PINK,0.20634920634920637,2.9469246031746037
ALARM CLOCK BAKELIKE PINK,REGENCY SUGAR BOWL GREEN,0.1875,9.520833333333332
ALARM CLOCK BAKELIKE PINK,ROUND SNACK BOXES SET OF 4 FRUITS,0.15625,0.9917534722222222
ROUND SNACK BOXES SET OF 4 FRUITS,ALARM CLOCK BAKELIKE PINK,0.06944444444444443,0.9917534722222221
ALARM CLOCK BAKELIKE PINK,ROUND SNACK BOXES SET OF4 WOODLAND,0.3125,1.2751116071428572
ROUND SNACK BOXES SET OF4 WOODLAND,ALARM CLOCK BAKELIKE PINK,0.08928571428571429,1.2751116071428572
SAVE THE PLANET COTTON TOTE BAG,ALARM CLOCK BAKELIKE PINK,0.29411764705882354,4.200367647058824
ALARM CLOCK BAKELIKE PINK,SAVE THE PLANET COTTON TOTE BAG,0.15625,4.200367647058823
ALARM CLOCK BAKELIKE PINK,SET OF 3 REGENCY CAKE TINS,0.21875,3.1240234375
SET OF 3 REGENCY CAKE TINS,ALARM CLOCK BAKELIKE PINK,0.21875,3.1240234375
ALARM CLOCK BAKELIKE PINK,SET OF 4 PANTRY JELLY MOULDS,0.1875,4.509868421052632
SET OF 4 PANTRY JELLY MOULDS,ALARM CLOCK BAKELIKE PINK,0.31578947368421056,4.509868421052632
ALARM CLOCK BAKELIKE PINK,SET OF 5 LUCKY CAT MAGNETS,0.1875,7.140625
ALARM CLOCK BAKELIKE PINK,SET OF 5 PANCAKE DAY MAGNETS,0.1875,5.7125
SET OF 60 PANTRY DESIGN CAKE CASES,ALARM CLOCK BAKELIKE PINK,0.1923076923076923,2.746394230769231
ALARM CLOCK BAKELIKE PINK,SET OF 60 PANTRY DESIGN CAKE CASES,0.15625,2.746394230769231
ALARM CLOCK BAKELIKE PINK,SET OF 72 RETROSPOT PAPER  DOILIES,0.15625,3.400297619047619
SET OF 72 RETROSPOT PAPER  DOILIES,ALARM CLOCK BAKELIKE PINK,0.23809523809523808,3.400297619047619
ALARM CLOCK BAKELIKE PINK,SKETCHBOOK MAGNETIC SHOPPING LIST,0.1875,7.789772727272727
ALARM CLOCK BAKELIKE PINK,SPACEBOY LUNCH BOX,0.1875,1.8231382978723405
SPACEBOY LUNCH BOX,ALARM CLOCK BAKELIKE PINK,0.1276595744680851,1.8231382978723403
ALARM CLOCK BAKELIKE PINK,STRAWBERRY CERAMIC TRINKET BOX,0.15625,2.975260416666667
STRAWBERRY CERAMIC TRINKET BOX,ALARM CLOCK BAKELIKE PINK,0.20833333333333334,2.975260416666667
ALARM CLOCK BAKELIKE PINK,WOODLAND CHARLOTTE BAG,0.15625,1.2311422413793103
WOODLAND CHARLOTTE BAG,ALARM CLOCK BAKELIKE PINK,0.08620689655172413,1.2311422413793103
ALARM CLOCK BAKELIKE RED,PLASTERS IN TIN SPACEBOY,0.23809523809523808,2.2206025267249756
PLASTERS IN TIN SPACEBOY,ALARM CLOCK BAKELIKE RED,0.1020408163265306,2.2206025267249756
PLASTERS IN TIN WOODLAND ANIMALS,ALARM CLOCK BAKELIKE RED,0.07936507936507936,1.72713529856387
ALARM CLOCK BAKELIKE RED,PLASTERS IN TIN WOODLAND ANIMALS,0.23809523809523808,1.72713529856387
ALARM CLOCK BAKELIKE RED,REGENCY CAKESTAND 3 TIER,0.2857142857142857,2.072562358276644
REGENCY CAKESTAND 3 TIER,ALARM CLOCK BAKELIKE RED,0.09523809523809523,2.072562358276644
ROUND SNACK BOXES SET OF4 WOODLAND,ALARM CLOCK BAKELIKE RED,0.08928571428571429,1.9430272108843538
ALARM CLOCK BAKELIKE RED,ROUND STORAGE TIN VINTAGE LEAF,0.23809523809523808,9.067460317460318
ALARM CLOCK BAKELIKE RED,SPACEBOY LUNCH BOX,0.38095238095238093,3.704154002026342
SPACEBOY LUNCH BOX,ALARM CLOCK BAKELIKE RED,0.1702127659574468,3.704154002026342
JUMBO BAG WOODLAND ANIMALS,ASSORTED COLOUR MINI CASES,0.10869565217391303,3.3115942028985503
ASSORTED COLOUR MINI CASES,JUMBO BAG WOODLAND ANIMALS,0.33333333333333337,3.3115942028985508
ASSORTED COLOUR MINI CASES,LUNCH BAG APPLE DESIGN,0.33333333333333337,5.440476190476192
LUNCH BAG APPLE DESIGN,ASSORTED COLOUR MINI CASES,0.17857142857142858,5.440476190476191
RED RETROSPOT MINI CASES,ASSORTED COLOUR MINI CASES,0.2,6.093333333333335
ASSORTED COLOUR MINI CASES,ROUND SNACK BOXES SET OF 4 FRUITS,0.33333333333333337,2.115740740740741
ROUND SNACK BOXES SET OF 4 FRUITS,ASSORTED COLOUR MINI CASES,0.06944444444444443,2.1157407407407405
ROUND SNACK BOXES SET OF4 WOODLAND,ASSORTED COLOUR MINI CASES,0.0625,1.9041666666666668
BAKING SET 9 PIECE RETROSPOT,BAKING SET SPACEBOY DESIGN,0.3333333333333333,16.925925925925924
BAKING SET 9 PIECE RETROSPOT,CHILDS BREAKFAST SET DOLLY GIRL,0.23809523809523808,15.544217687074829
BAKING SET 9 PIECE RETROSPOT,CHILDS BREAKFAST SET SPACEBOY,0.2857142857142857,10.043956043956044
CLOTHES PEGS RETROSPOT PACK 24,BAKING SET 9 PIECE RETROSPOT,0.3529411764705882,7.680672268907562
BAKING SET 9 PIECE RETROSPOT,CLOTHES PEGS RETROSPOT PACK 24,0.2857142857142857,7.680672268907562
BAKING SET 9 PIECE RETROSPOT,MEMO BOARD COTTAGE DESIGN,0.23809523809523808,4.352380952380952
MEMO BOARD COTTAGE DESIGN,BAKING SET 9 PIECE RETROSPOT,0.19999999999999998,4.352380952380952
PLASTERS IN TIN CIRCUS PARADE,BAKING SET 9 PIECE RETROSPOT,0.09433962264150943,2.053009883198562
BAKING SET 9 PIECE RETROSPOT,PLASTERS IN TIN CIRCUS PARADE,0.23809523809523808,2.0530098831985626
PLASTERS IN TIN SPACEBOY,BAKING SET 9 PIECE RETROSPOT,0.12244897959183672,2.6647230320699706
BAKING SET 9 PIECE RETROSPOT,PLASTERS IN TIN SPACEBOY,0.2857142857142857,2.6647230320699706
PLASTERS IN TIN WOODLAND ANIMALS,BAKING SET 9 PIECE RETROSPOT,0.07936507936507936,1.72713529856387
BAKING SET 9 PIECE RETROSPOT,PLASTERS IN TIN WOODLAND ANIMALS,0.23809523809523808,1.72713529856387
ROUND SNACK BOXES SET OF4 WOODLAND,BAKING SET 9 PIECE RETROSPOT,0.05357142857142857,1.165816326530612
BAKING SET 9 PIECE RETROSPOT,ROUND SNACK BOXES SET OF4 WOODLAND,0.2857142857142857,1.1658163265306123
ROUND SNACK BOXES SET OF4 WOODLAND,BAKING SET SPACEBOY DESIGN,0.044642857142857144,2.266865079365079
STRAWBERRY LUNCH BOX WITH CUTLERY,BAKING SET SPACEBOY DESIGN,0.13888888888888887,7.052469135802467
JAM MAKING SET PRINTED,BIG DOUGHNUT FRIDGE MAGNETS,0.14285714285714285,4.352380952380953
